time,price
1695650436,449886449428666731
1695654036,452231834414697007
1695657636,443720964383522400
1695661224,441419718852678880
1695664848,443720964383522400
1695668436,440669980275277241
1695672048,442790174568386163
1695675684,442790174568386163
1695679248,445098564671518360
1695682812,445098564671518360
